Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Foot Locker,1128299,2021-07-09,West,Hawaii,Honolulu,Men's Apparel,85.00000000000001,550.0,46750.00000000001,7012.5,0.15,Outlet
Foot Locker,1128299,2021-07-09,West,Hawaii,Honolulu,Women's Apparel,100.0,550.0,55000.0,22000.0,0.4,Outlet
Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,Men's Street Footwear,85.00000000000001,750.0,63750.000000000015,15937.500000000004,0.25,Outlet
Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,Men's Athletic Footwear,75.00000000000001,725.0,54375.000000000015,10875.000000000004,0.2,Outlet
Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,Women's Street Footwear,70.0,600.0,42000.0,10500.0,0.25,Outlet
Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,Women's Athletic Footwear,70.0,525.0,36750.0,9187.5,0.25,Outlet
Walmart,1128299,2021-08-10,West,Hawaii,Honolulu,Men's Apparel,70.0,525.0,36750.0,5512.5,0.15,Outlet
Walmart,1128299,2021-08-10,West,Hawaii,Honolulu,Women's Apparel,75.0,350.0,26250.0,10500.0,0.4,Outlet
Walmart,1128299,2021-09-11,West,Hawaii,Honolulu,Men's Street Footwear,65.00000000000001,550.0,35750.00000000001,8937.500000000002,0.25,Outlet
Walmart,1128299,2021-09-11,West,Hawaii,Honolulu,Men's Athletic Footwear,70.00000000000001,550.0,38500.00000000001,7700.000000000002,0.2,Outlet
Walmart,1128299,2021-09-11,West,Hawaii,Honolulu,Women's Street Footwear,65.00000000000001,375.0,24375.000000000007,6093.750000000002,0.25,Outlet
Walmart,1128299,2021-09-11,West,Hawaii,Honolulu,Women's Athletic Footwear,65.00000000000001,325.0,21125.000000000007,5281.250000000002,0.25,Outlet
Walmart,1128299,2021-09-11,West,Hawaii,Honolulu,Men's Apparel,75.00000000000001,350.0,26250.000000000007,3937.500000000001,0.15,Outlet
Walmart,1128299,2021-09-11,West,Hawaii,Honolulu,Women's Apparel,60.0,375.0,22500.0,9000.0,0.4,Outlet
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Men's Street Footwear,55.00000000000001,475.0,26125.000000000004,6531.250000000001,0.25,Outlet
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Men's Athletic Footwear,65.00000000000001,475.0,30875.000000000007,6175.000000000002,0.2,Outlet
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Women's Street Footwear,60.00000000000001,300.0,18000.000000000004,4500.000000000001,0.25,Outlet
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Women's Athletic Footwear,55.00000000000001,275.0,15125.000000000004,3781.250000000001,0.25,Outlet
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Men's Apparel,65.0,250.0,16250.0,2437.5,0.15,Outlet
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Women's Apparel,70.0,300.0,21000.0,8400.0,0.4,Outlet
Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Men's Street Footwear,55.00000000000001,525.0,28875.000000000007,7218.750000000002,0.25,Outlet
Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Men's Athletic Footwear,60.00000000000001,600.0,36000.00000000001,7200.000000000002,0.2,Outlet
Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Women's Street Footwear,55.00000000000001,425.0,23375.000000000004,5843.750000000001,0.25,Outlet
Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Women's Athletic Footwear,65.00000000000001,400.0,26000.000000000007,6500.000000000002,0.25,Outlet
Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Men's Apparel,85.00000000000001,375.0,31875.000000000007,4781.250000000001,0.15,Outlet
Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Women's Apparel,90.00000000000001,500.0,45000.00000000001,18000.000000000004,0.4,Outlet
Walmart,1128299,2021-12-09,West,Hawaii,Honolulu,Men's Street Footwear,75.00000000000001,700.0,52500.000000000015,13125.000000000004,0.25,Outlet
Walmart,1128299,2021-12-09,West,Hawaii,Honolulu,Men's Athletic Footwear,85.00000000000001,700.0,59500.000000000015,11900.000000000004,0.2,Outlet
Sports Direct,1128299,2021-12-09,West,Hawaii,Honolulu,Women's Street Footwear,80.00000000000001,500.0,40000.00000000001,10000.000000000002,0.25,Outlet
Sports Direct,1128299,2021-12-09,West,Hawaii,Honolulu,Women's Athletic Footwear,80.00000000000001,500.0,40000.00000000001,10000.000000000002,0.25,Outlet
Sports Direct,1128299,2021-12-09,West,Hawaii,Honolulu,Men's Apparel,90.00000000000001,425.0,38250.00000000001,5737.500000000001,0.15,Outlet
Sports Direct,1128299,2021-12-09,West,Hawaii,Honolulu,Women's Apparel,95.00000000000001,525.0,49875.00000000001,19950.000000000004,0.4,Outlet
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Men's Street Footwear,40.0,425.0,17000.0,5100.0,0.3,Outlet
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Men's Athletic Footwear,50.0,425.0,21250.0,5312.5,0.25,Outlet
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Women's Street Footwear,50.0,425.0,21250.0,6375.0,0.3,Outlet
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Women's Athletic Footwear,50.0,275.0,13750.0,4125.0,0.3,Outlet
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Men's Apparel,55.00000000000001,225.0,12375.000000000002,2475.0000000000005,0.2,Outlet
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Women's Apparel,50.0,475.0,23750.0,10687.5,0.45,Outlet
Sports Direct,1128299,2021-02-17,West,Hawaii,Honolulu,Men's Street Footwear,40.0,525.0,21000.0,6300.0,0.3,Outlet
Sports Direct,1128299,2021-02-17,West,Hawaii,Honolulu,Men's Athletic Footwear,50.0,425.0,21250.0,5312.5,0.25,Outlet
Sports Direct,1128299,2021-02-17,West,Hawaii,Honolulu,Women's Street Footwear,50.0,425.0,21250.0,6375.0,0.3,Outlet
Sports Direct,1128299,2021-02-17,Southeast,Florida,Orlando,Women's Athletic Footwear,50.0,275.0,13750.0,4125.0,0.3,Outlet
Sports Direct,1128299,2021-02-17,Southeast,Florida,Orlando,Men's Apparel,55.00000000000001,200.0,11000.000000000002,2200.0000000000005,0.2,Outlet
Sports Direct,1128299,2021-02-17,Southeast,Florida,Orlando,Women's Apparel,50.0,400.0,20000.0,9000.0,0.45,Outlet
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Men's Street Footwear,50.0,550.0,27500.0,8250.0,0.3,Outlet
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Men's Athletic Footwear,60.0,400.0,24000.0,6000.0,0.25,Outlet
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Women's Street Footwear,64.99999999999999,425.0,27624.999999999993,8287.499999999998,0.3,Outlet
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Women's Athletic Footwear,60.0,325.0,19500.0,5850.0,0.3,Outlet
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Men's Apparel,65.0,175.0,11375.0,2275.0,0.2,Outlet
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Women's Apparel,60.0,375.0,22500.0,10125.0,0.45,Outlet
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Men's Street Footwear,65.0,550.0,35750.0,10725.0,0.3,Outlet
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Men's Athletic Footwear,70.0,350.0,24500.0,6125.0,0.25,Outlet
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Women's Street Footwear,70.0,400.0,28000.0,8400.0,0.3,Outlet
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Women's Athletic Footwear,55.00000000000001,300.0,16500.000000000004,4950.000000000001,0.3,Outlet
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Men's Apparel,60.00000000000001,200.0,12000.000000000002,2400.0000000000005,0.2,Outlet
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Women's Apparel,75.00000000000001,375.0,28125.000000000007,12656.250000000004,0.45,Outlet
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Men's Street Footwear,60.0,575.0,34500.0,10350.0,0.3,Outlet
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Men's Athletic Footwear,65.0,425.0,27625.0,6906.25,0.25,Outlet
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Women's Street Footwear,65.0,425.0,27625.0,8287.5,0.3,Outlet
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Women's Athletic Footwear,60.0,325.0,19500.0,5850.0,0.3,Outlet
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Men's Apparel,54.99999999999999,225.0,12374.999999999998,2475.0,0.2,Outlet
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Women's Apparel,70.0,575.0,40250.0,18112.5,0.45,Outlet
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Men's Street Footwear,64.99999999999999,825.0,53624.999999999985,16087.499999999996,0.3,Outlet
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Men's Athletic Footwear,70.0,700.0,49000.0,12250.0,0.25,In-store
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Women's Street Footwear,85.0,700.0,59500.0,17850.0,0.3,In-store
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Women's Athletic Footwear,85.0,575.0,48875.0,14662.5,0.3,In-store
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Men's Apparel,95.0,450.0,42750.0,8550.0,0.2,In-store
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Women's Apparel,110.00000000000001,750.0,82500.00000000001,37125.00000000001,0.45,In-store
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Men's Street Footwear,90.0,900.0,81000.0,24300.0,0.3,In-store
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Men's Athletic Footwear,95.0,750.0,71250.0,17812.5,0.25,In-store
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Women's Street Footwear,95.0,700.0,66500.0,19950.0,0.3,In-store
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Women's Athletic Footwear,90.0,600.0,54000.0,16200.0,0.3,In-store
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Men's Apparel,95.0,650.0,61750.0,12350.0,0.2,In-store
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Women's Apparel,110.00000000000001,650.0,71500.00000000001,32175.000000000007,0.45,In-store
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Men's Street Footwear,95.0,850.0,80750.0,24225.0,0.3,In-store
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Men's Athletic Footwear,85.00000000000001,825.0,70125.00000000001,17531.250000000004,0.25,In-store
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Women's Street Footwear,80.0,700.0,56000.0,16800.0,0.3,In-store
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Women's Athletic Footwear,80.0,475.0,38000.0,11400.0,0.3,In-store
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Men's Apparel,80.0,475.0,38000.0,7600.0,0.2,In-store
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Women's Apparel,85.0,300.0,25500.0,11475.0,0.45,In-store
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Men's Street Footwear,60.00000000000001,500.0,30000.000000000007,9000.000000000002,0.3,In-store
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Men's Athletic Footwear,65.00000000000001,500.0,32500.000000000007,8125.000000000002,0.25,In-store
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Women's Street Footwear,60.00000000000001,300.0,18000.000000000004,5400.000000000001,0.3,In-store
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Women's Athletic Footwear,60.00000000000001,250.0,15000.000000000004,4500.000000000001,0.3,In-store
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Men's Apparel,70.0,275.0,19250.0,3850.0,0.2,In-store
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Women's Apparel,54.99999999999999,300.0,16499.999999999996,7424.999999999998,0.45,In-store
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Men's Street Footwear,50.0,400.0,20000.0,6000.0,0.3,In-store
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Men's Athletic Footwear,65.00000000000001,575.0,37375.00000000001,9343.750000000002,0.25,In-store
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Women's Street Footwear,60.00000000000001,400.0,24000.000000000004,7200.0,0.3,In-store
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Women's Athletic Footwear,55.00000000000001,375.0,20625.000000000004,6187.500000000001,0.3,In-store
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Men's Apparel,65.0,350.0,22750.0,4550.0,0.2,In-store
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Women's Apparel,70.0,400.0,28000.0,12600.0,0.45,In-store
Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Men's Street Footwear,55.00000000000001,625.0,34375.00000000001,10312.500000000002,0.3,In-store
Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Men's Athletic Footwear,60.00000000000001,700.0,42000.00000000001,10500.000000000002,0.25,In-store
Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Women's Street Footwear,55.00000000000001,525.0,28875.000000000007,8662.500000000002,0.3,In-store
Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Women's Athletic Footwear,65.00000000000001,500.0,32500.000000000007,9750.000000000002,0.3,In-store
Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Men's Apparel,85.00000000000001,475.0,40375.00000000001,8075.000000000002,0.2,In-store
Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Women's Apparel,90.00000000000001,600.0,54000.000000000015,24300.000000000007,0.45,In-store
Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Street Footwear,75.00000000000001,800.0,60000.000000000015,18000.000000000004,0.3,In-store
Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Athletic Footwear,85.00000000000001,800.0,68000.00000000001,17000.000000000004,0.25,In-store
West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Women's Street Footwear,80.00000000000001,600.0,48000.00000000001,14400.0,0.3,In-store
West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Women's Athletic Footwear,80.00000000000001,600.0,48000.00000000001,14400.0,0.3,In-store
West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Apparel,90.00000000000001,525.0,47250.00000000001,9450.000000000002,0.2,In-store
West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Women's Apparel,95.00000000000001,625.0,59375.000000000015,26718.750000000007,0.45,In-store
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Men's Street Footwear,45.0,850.0,38250.0,17212.5,0.45,In-store
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Men's Athletic Footwear,45.0,650.0,29250.0,10237.5,0.35,In-store
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Women's Street Footwear,35.0,650.0,22750.0,5687.5,0.25,In-store
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Women's Athletic Footwear,40.0,500.0,20000.0,6000.0,0.3,In-store
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Men's Apparel,55.00000000000001,550.0,30250.000000000007,10587.500000000002,0.35,In-store
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Women's Apparel,45.0,650.0,29250.0,14625.0,0.5,In-store
West Gear,1185732,2021-02-10,Southeast,Florida,Orlando,Men's Street Footwear,45.0,900.0,40500.0,18225.0,0.45,In-store
West Gear,1185732,2021-02-10,Southeast,Florida,Orlando,Men's Athletic Footwear,45.0,550.0,24750.0,8662.5,0.35,In-store
West Gear,1185732,2021-02-10,Southeast,Florida,Orlando,Women's Street Footwear,35.0,600.0,21000.0,5250.0,0.25,In-store
West Gear,1185732,2021-02-10,Northeast,New York,Albany,Women's Athletic Footwear,40.0,475.0,19000.0,5700.0,0.3,In-store
West Gear,1185732,2021-02-10,Northeast,New York,Albany,Men's Apparel,55.00000000000001,550.0,30250.000000000007,10587.500000000002,0.35,In-store
West Gear,1185732,2021-02-10,Northeast,New York,Albany,Women's Apparel,45.0,650.0,29250.0,14625.0,0.5,In-store
West Gear,1185732,2021-03-08,Northeast,New York,Albany,Men's Street Footwear,45.0,870.0,39150.0,17617.5,0.45,In-store
West Gear,1185732,2021-03-08,Northeast,New York,Albany,Men's Athletic Footwear,45.0,550.0,24750.0,8662.5,0.35,In-store
West Gear,1185732,2021-03-08,Northeast,New York,Albany,Women's Street Footwear,35.0,575.0,20125.0,5031.25,0.25,In-store
West Gear,1185732,2021-03-08,Northeast,New York,Albany,Women's Athletic Footwear,40.0,425.0,17000.0,5100.0,0.3,In-store
West Gear,1185732,2021-03-08,Northeast,New York,Albany,Men's Apparel,55.00000000000001,475.0,26125.000000000004,9143.75,0.35,In-store
West Gear,1185732,2021-03-08,Northeast,New York,Albany,Women's Apparel,45.0,575.0,25875.0,12937.5,0.5,In-store
West Gear,1185732,2021-04-09,Northeast,New York,Albany,Men's Street Footwear,45.0,825.0,37125.0,16706.25,0.45,In-store
West Gear,1185732,2021-04-09,Northeast,New York,Albany,Men's Athletic Footwear,45.0,525.0,23625.0,8268.75,0.35,In-store
West Gear,1185732,2021-04-09,Northeast,New York,Albany,Women's Street Footwear,35.0,525.0,18375.0,4593.75,0.25,In-store
West Gear,1185732,2021-04-09,Northeast,New York,Albany,Women's Athletic Footwear,40.0,450.0,18000.0,5400.0,0.3,In-store
West Gear,1185732,2021-04-09,Northeast,New York,Albany,Men's Apparel,55.00000000000001,475.0,26125.000000000004,9143.75,0.35,In-store
West Gear,1185732,2021-04-09,Northeast,New York,Albany,Women's Apparel,45.0,600.0,27000.0,13500.0,0.5,In-store
West Gear,1185732,2021-05-08,Northeast,New York,Albany,Men's Street Footwear,55.00000000000001,870.0,47850.00000000001,21532.500000000004,0.45,In-store
West Gear,1185732,2021-05-08,Northeast,New York,Albany,Men's Athletic Footwear,55.00000000000001,575.0,31625.000000000007,11068.750000000002,0.35,In-store
West Gear,1185732,2021-05-08,Northeast,New York,Albany,Women's Street Footwear,50.0,550.0,27500.0,6875.0,0.25,In-store
West Gear,1185732,2021-05-08,Northeast,New York,Albany,Women's Athletic Footwear,50.0,500.0,25000.0,7500.0,0.3,In-store
West Gear,1185732,2021-05-08,Northeast,New York,Albany,Men's Apparel,60.0,525.0,31500.0,11025.0,0.35,In-store
West Gear,1185732,2021-05-08,Northeast,New York,Albany,Women's Apparel,65.0,625.0,40625.0,20312.5,0.5,In-store
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Men's Street Footwear,60.0,875.0,52500.0,23625.0,0.45,In-store
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Men's Athletic Footwear,55.00000000000001,625.0,34375.00000000001,12031.250000000002,0.35,In-store
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Women's Street Footwear,50.0,600.0,30000.0,7500.0,0.25,In-store
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Women's Athletic Footwear,50.0,575.0,28750.0,8625.0,0.3,In-store
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Men's Apparel,65.0,575.0,37375.0,13081.249999999998,0.35,In-store
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Women's Apparel,70.0,725.0,50750.0,25375.0,0.5,In-store
West Gear,1185732,2021-07-08,Northeast,New York,Albany,Men's Street Footwear,65.0,950.0,61750.0,27787.5,0.45,In-store
West Gear,1185732,2021-07-08,Northeast,New York,Albany,Men's Athletic Footwear,60.00000000000001,700.0,42000.00000000001,14700.0,0.35,In-store
West Gear,1185732,2021-07-08,Northeast,New York,Albany,Women's Street Footwear,55.00000000000001,625.0,34375.00000000001,8593.750000000002,0.25,In-store
West Gear,1185732,2021-07-08,Northeast,New York,Albany,Women's Athletic Footwear,55.00000000000001,575.0,31625.000000000007,9487.500000000002,0.3,In-store
West Gear,1185732,2021-07-08,Northeast,New York,Albany,Men's Apparel,65.0,600.0,39000.0,13650.0,0.35,In-store
West Gear,1185732,2021-07-08,Northeast,New York,Albany,Women's Apparel,70.0,775.0,54250.0,27125.0,0.5,In-store
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Men's Street Footwear,65.0,925.0,60125.0,27056.25,0.45,In-store
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Men's Athletic Footwear,60.00000000000001,700.0,42000.00000000001,14700.0,0.35,In-store
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Women's Street Footwear,55.00000000000001,625.0,34375.00000000001,8593.750000000002,0.25,In-store
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Women's Athletic Footwear,45.0,575.0,25875.0,7762.5,0.3,In-store
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Men's Apparel,55.00000000000001,550.0,30250.000000000007,10587.500000000002,0.35,In-store
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Women's Apparel,60.00000000000001,725.0,43500.00000000001,21750.000000000004,0.5,In-store
West Gear,1185732,2021-09-08,Northeast,New York,Albany,Men's Street Footwear,55.00000000000001,850.0,46750.00000000001,21037.500000000004,0.45,In-store
West Gear,1185732,2021-09-08,Northeast,New York,Albany,Men's Athletic Footwear,50.000000000000014,650.0,32500.00000000001,11375.000000000004,0.35,In-store
West Gear,1185732,2021-09-08,Northeast,New York,Albany,Women's Street Footwear,45.0,550.0,24750.0,6187.5,0.25,In-store
West Gear,1185732,2021-09-08,Northeast,New York,Albany,Women's Athletic Footwear,45.0,525.0,23625.0,7087.5,0.3,In-store
West Gear,1185732,2021-09-08,Northeast,New York,Albany,Men's Apparel,55.00000000000001,525.0,28875.000000000007,10106.250000000002,0.35,In-store
West Gear,1185732,2021-09-08,Northeast,New York,Albany,Women's Apparel,60.00000000000001,625.0,37500.00000000001,18750.000000000004,0.5,In-store
West Gear,1185732,2021-10-10,Northeast,New York,Albany,Men's Street Footwear,60.00000000000001,800.0,48000.00000000001,21600.000000000004,0.45,In-store
West Gear,1185732,2021-10-10,Northeast,New York,Albany,Men's Athletic Footwear,50.000000000000014,625.0,31250.00000000001,10937.500000000004,0.35,In-store
West Gear,1185732,2021-10-10,Northeast,New York,Albany,Women's Street Footwear,50.000000000000014,525.0,26250.000000000007,6562.500000000002,0.25,In-store
West Gear,1185732,2021-10-10,Northeast,New York,Albany,Women's Athletic Footwear,50.000000000000014,500.0,25000.000000000007,7500.000000000002,0.3,In-store
West Gear,1185732,2021-10-10,Northeast,New York,Albany,Men's Apparel,60.00000000000001,500.0,30000.000000000007,10500.000000000002,0.35,In-store
West Gear,1185732,2021-10-10,Northeast,New York,Albany,Women's Apparel,65.0,625.0,40625.0,20312.5,0.5,In-store
West Gear,1185732,2021-11-09,Northeast,New York,Albany,Men's Street Footwear,60.00000000000001,775.0,46500.00000000001,20925.000000000004,0.45,In-store
West Gear,1185732,2021-11-09,Northeast,New York,Albany,Men's Athletic Footwear,50.000000000000014,600.0,30000.000000000007,10500.000000000002,0.35,In-store
West Gear,1185732,2021-11-09,Northeast,New York,Albany,Women's Street Footwear,50.000000000000014,545.0,27250.000000000007,6812.500000000002,0.25,In-store
West Gear,1185732,2021-11-09,Northeast,New York,Albany,Women's Athletic Footwear,50.000000000000014,575.0,28750.000000000007,8625.000000000002,0.3,In-store
West Gear,1185732,2021-11-09,Northeast,New York,Albany,Men's Apparel,65.0,550.0,35750.0,12512.499999999998,0.35,In-store
West Gear,1185732,2021-11-09,Northeast,New York,Albany,Women's Apparel,70.0,650.0,45500.0,22750.0,0.5,In-store
West Gear,1185732,2021-12-08,Northeast,New York,Albany,Men's Street Footwear,65.0,875.0,56875.0,25593.75,0.45,In-store
West Gear,1185732,2021-12-08,Northeast,New York,Albany,Men's Athletic Footwear,55.00000000000001,675.0,37125.00000000001,12993.750000000002,0.35,In-store
Kohl's,1185732,2021-12-08,Northeast,New York,Albany,Women's Street Footwear,55.00000000000001,625.0,34375.00000000001,8593.750000000002,0.25,In-store
Kohl's,1185732,2021-12-08,Northeast,New York,Albany,Women's Athletic Footwear,55.00000000000001,575.0,31625.000000000007,9487.500000000002,0.3,In-store
Kohl's,1185732,2021-12-08,Northeast,New York,Albany,Men's Apparel,65.0,575.0,37375.0,13081.249999999998,0.35,In-store
Kohl's,1185732,2021-12-08,Northeast,New York,Albany,Women's Apparel,70.0,675.0,47250.0,23625.0,0.5,In-store
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Men's Street Footwear,40.0,800.0,32000.0,16000.0,0.5,In-store
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Men's Athletic Footwear,40.0,600.0,24000.0,7200.0,0.3,In-store
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Women's Street Footwear,30.000000000000004,600.0,18000.000000000004,6300.000000000001,0.35,In-store
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Women's Athletic Footwear,35.0,450.0,15750.0,5512.5,0.35,In-store
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Men's Apparel,50.0,500.0,25000.0,7500.0,0.3,In-store
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Women's Apparel,40.0,600.0,24000.0,6000.0,0.25,In-store
Kohl's,1185732,2021-02-12,Northeast,New York,Albany,Men's Street Footwear,40.0,850.0,34000.0,17000.0,0.5,In-store
Kohl's,1185732,2021-02-12,Northeast,New York,Albany,Men's Athletic Footwear,40.0,500.0,20000.0,6000.0,0.3,In-store
Kohl's,1185732,2021-02-12,Northeast,New York,Albany,Women's Street Footwear,30.000000000000004,550.0,16500.000000000004,5775.000000000001,0.35,In-store
Kohl's,1185732,2021-02-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,35.0,425.0,14875.0,5206.25,0.35,In-store
Kohl's,1185732,2021-02-12,West,Wyoming,Cheyenne,Men's Apparel,50.0,500.0,25000.0,7500.0,0.3,In-store
Kohl's,1185732,2021-02-12,West,Wyoming,Cheyenne,Women's Apparel,40.0,600.0,24000.0,6000.0,0.25,In-store
Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Men's Street Footwear,40.0,820.0,32800.0,16400.0,0.5,In-store
Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,40.0,525.0,21000.0,6300.0,0.3,In-store
Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Women's Street Footwear,30.000000000000004,550.0,16500.000000000004,5775.000000000001,0.35,In-store
Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,35.0,400.0,14000.0,4900.0,0.35,In-store
Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Men's Apparel,50.0,450.0,22500.0,6750.0,0.3,In-store
Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Women's Apparel,40.0,550.0,22000.0,5500.0,0.25,In-store
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Men's Street Footwear,40.0,800.0,32000.0,16000.0,0.5,In-store
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Men's Athletic Footwear,40.0,500.0,20000.0,6000.0,0.3,In-store
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Women's Street Footwear,30.000000000000004,500.0,15000.000000000004,5250.000000000001,0.35,In-store
